	arginase+ cells	carbohydrate metabolic cells	chaetal sacs	eleocytes	epidermis	globin+ cells	gut	ldlrr+ cells	lipoxygenase+ cells	lumbrokinase+ cells	metanephridia	muscle	neurons	piwi+ cells	polycystin cells	secretory	unnanotated	vigilin+ cells
PrileiEVm010890t1	0	0	0	1	1	13	1	0	1	0	0	1	1	5	0	0	0	0
PrileiEVm010891t1	0	1	0	3	6	3	27	0	0	0	1	3	2	12	2	0	1	0
PrileiEVm010892t1	0	0	1	0	0	0	0	0	0	0	0	0	6	5	0	0	1	0
PrileiEVm010893t1	0	0	1	0	2	0	102	0	1	0	0	0	0	5	0	0	1	0
PrileiEVm010894t1	0	1	0	1	1	1	2	0	2	0	0	8	3	40	3	0	1	0
PrileiEVm010895t1	0	0	0	0	4	1	0	0	0	0	1	37	0	6	0	0	0	0
PrileiEVm010896t1	0	0	1	0	0	0	2	0	0	0	0	1	2	4	0	0	0	0
PrileiEVm010897t1	0	0	1	0	6	0	4	0	0	0	1	5	141	17	36	0	3	0
PrileiEVm010898t1	0	0	0	0	2	0	4	0	0	0	0	1	1	4	1	0	1	0
PrileiEVm010899t1	1	0	0	3	0	0	8	0	2	0	0	4	4	13	4	0	0	0
PrileiEVm010900t1	2	1	9	8	12	4	60	1	3	1	2	27	18	85	5	0	1	0
PrileiEVm010901t1	0	0	0	0	1	43	1	0	29	0	0	1	2	9	0	0	0	0
PrileiEVm010902t1	0	0	5	2	11	2	17	1	2	2	0	9	3	48	1	0	2	1
PrileiEVm010903t1	0	0	0	1	2	0	4	0	1	0	0	2	2	0	0	0	0	0
PrileiEVm010904t1	1	0	2	0	0	0	10	0	0	0	1	1	0	3	0	0	0	0
PrileiEVm010905t1	0	0	0	0	1	1	6	0	0	0	0	3	1	11	4	0	0	0
PrileiEVm010906t1	0	0	259	2	2	0	1	0	2	0	0	22	1	6	5	0	0	0
PrileiEVm010907t1	0	0	0	4	1	20	16	0	1	0	0	0	0	5	0	0	1	0
PrileiEVm010908t1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0
PrileiEVm010909t1	0	0	0	0	0	4	0	0	0	0	0	3	1	1	11	0	0	0
PrileiEVm010910t1	1	0	2	0	5	1	7	0	0	0	0	10	6	19	3	0	0	0
PrileiEVm010911t1	0	0	1	0	0	0	1	0	0	0	0	0	11	3	0	0	0	0
PrileiEVm010912t1	0	1	8	3	41	131	71	0	19	4	5	13	6	366	2	0	4	0
PrileiEVm010913t1	1	0	1	0	1	0	5	0	0	0	0	7	2	12	1	0	0	0
PrileiEVm010914t1	6	3	18	4	49	5	174	1	10	2	1	20	14	469	22	1	9	4
PrileiEVm010915t1	1	2	1	1	2	1	84	0	1	2	0	0	3	26	5	0	2	0
PrileiEVm010916t1	0	0	0	0	0	0	1	0	0	0	0	0	2	5	1	0	0	0
PrileiEVm010917t1	0	1	0	1	0	1	3	0	0	0	0	1	1	3	0	0	1	0
PrileiEVm010918t1	0	0	2	1	2	0	1	0	0	0	0	42	2	2	0	0	0	0
PrileiEVm010919t1	11	10	189	70	135	56	412	6	42	66	8	124	91	626	56	14	30	31
PrileiEVm010920t1	0	0	0	1	1	1	9	0	0	0	0	2	0	4	0	0	0	0
PrileiEVm010921t1	1	1	6	1	12	1	11	0	1	0	0	4	8	38	2	0	3	1
PrileiEVm010922t1	0	0	1	3	0	0	1	0	1	0	0	1	0	1	1	0	0	0
PrileiEVm010923t1	0	0	0	0	1	0	16	0	1	0	1	2	1	7	1	0	1	0
PrileiEVm010924t1	0	0	1	0	2	27	28	0	2	0	0	1	1	7	0	0	0	0
PrileiEVm010925t1	0	1	0	1	0	0	0	0	0	0	0	10	18	8	11	0	1	0
PrileiEVm010926t1	0	0	13	6	18	2	30	0	4	0	0	13	9	103	4	1	5	0
PrileiEVm010927t1	2	0	3	3	5	3	20	0	1	0	0	3	5	31	6	0	0	0
PrileiEVm010928t1	0	0	0	0	2	0	2	0	0	0	0	1	16	19	27	0	0	0
PrileiEVm010929t1	0	0	1	1	1	0	3	0	0	0	0	0	24	2	8	1	1	0
PrileiEVm010930t1	0	0	1	0	1	1	2	0	0	0	0	9	2	7	1	0	0	0
PrileiEVm010931t1	0	0	3	3	11	2	3	0	1	0	0	7	1	18	2	1	0	0
PrileiEVm010932t1	1	0	18	15	12	5	17	1	0	0	0	76	14	83	7	0	5	0
PrileiEVm010933t1	0	0	1	2	1	1	4	0	1	0	0	5	9	21	2	0	0	3
PrileiEVm010934t1	0	1	2	0	8	4	7	0	2	0	0	7	7	15	4	0	0	0
PrileiEVm010935t1	0	0	2	1	9	2	14	0	0	1	0	28	3	42	2	0	3	0
PrileiEVm010936t1	0	0	2	0	1	0	6	0	0	9	0	2	0	4	0	0	1	0
PrileiEVm010937t1	0	0	0	0	1	0	48	0	0	0	0	2	3	6	2	0	0	0
PrileiEVm010938t1	1	1	10	6	13	0	27	0	7	2	2	17	3	91	3	0	2	0
PrileiEVm010939t1	0	1	3	3	4	1	327	0	0	0	0	6	5	10	6	0	0	0
PrileiEVm010940t1	0	0	0	0	0	3	19	0	0	0	0	2	6	3	0	0	0	0
PrileiEVm010941t1	0	1	0	1	9	4	735	0	4	2	0	15	8	28	8	0	0	0
PrileiEVm010943t1	0	0	0	2	0	0	9	0	1	0	0	7	0	6	0	0	0	0
PrileiEVm010944t1	0	0	0	1	2	0	1	0	1	0	0	4	0	3	23	0	0	0
PrileiEVm010945t1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0
PrileiEVm010946t1	0	0	2	1	4	0	6	0	1	0	0	4	3	75	2	0	0	0
PrileiEVm010947t1	0	0	0	0	0	13	0	0	0	0	0	1	0	2	0	0	0	0
PrileiEVm010948t1	0	0	2	1	1	1	7	0	0	0	0	8	4	26	0	1	0	0
PrileiEVm010949t1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm010950t1	0	0	0	1	1	0	0	0	0	0	0	0	2	3	0	0	0	0
PrileiEVm010951t1	0	0	0	6	13	0	14	0	16	0	0	2	3	8	2	0	1	1
PrileiEVm010952t1	1	1	3	0	2	0	3	0	0	0	0	0	19	13	0	0	4	0
PrileiEVm010953t1	0	0	0	0	0	0	0	0	0	0	0	0	8	2	5	0	0	0
PrileiEVm010954t1	0	0	26	0	1	0	0	0	0	0	0	3	0	4	0	0	2	0
PrileiEVm010955t1	0	0	6	1	6	3	13	0	1	0	0	10	1	43	3	0	2	0
PrileiEVm010956t1	0	2	0	2	3	2	11	0	1	0	0	1	19	25	3	0	1	0
PrileiEVm010957t1	0	0	8	1	4	1	1	0	0	0	2	9	3	11	2	0	0	0
PrileiEVm010958t1	2	3	2	5	8	3	15	0	4	1	1	5	3	59	1	0	4	0
PrileiEVm010959t1	2	0	6	5	9	3	15	0	3	0	0	18	10	70	3	1	4	0
PrileiEVm010960t1	5	4	14	34	40	11	87	0	2	8	3	25	27	207	23	3	9	0
PrileiEVm010961t1	1	0	3	3	10	1	7	0	0	0	1	17	10	60	2	0	4	1
PrileiEVm010962t1	1	0	0	0	7	1	4	0	0	1	0	4	0	3	0	0	0	0
PrileiEVm010963t1	0	0	0	2	3	0	5	0	1	0	0	1	0	8	1	0	0	0
PrileiEVm010964t1	0	0	0	0	0	0	0	0	0	0	0	4	2	0	5	0	0	0
PrileiEVm010965t1	0	0	1	0	1	0	5	0	0	0	0	5	0	7	6	0	0	0
PrileiEVm010967t1	0	0	0	1	2	2	5	0	3	2	0	0	0	1	0	0	0	0
PrileiEVm010968t1	0	0	0	0	4	1	2	0	0	0	0	51	1	15	2	0	1	0
PrileiEVm010969t1	23	13	97	55	336	48	363	4	65	25	8	176	164	3690	56	11	73	6
PrileiEVm010970t1	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0
PrileiEVm010971t1	0	0	0	0	0	1	1	0	0	0	0	1	15	1	1	0	0	0
PrileiEVm010972t1	0	0	10	7	12	0	40	0	3	4	0	8	8	57	4	0	5	1
PrileiEVm010973t1	0	0	3	2	5	1	5	0	0	0	0	7	0	34	1	0	2	0
PrileiEVm010974t1	0	7	1	1	2	1	23	0	1	0	0	13	2	16	0	0	0	0
PrileiEVm010975t1	0	0	0	3	1	0	6	0	0	0	0	0	0	3	8	0	0	0
PrileiEVm010976t1	0	0	1	0	3	0	2	0	0	0	0	35	34	3	4	0	0	0
PrileiEVm010977t1	2	0	2	1	4	0	5	0	0	0	0	0	2	9	0	0	0	0
PrileiEVm010978t1	0	0	2	2	1	0	7	0	0	1	0	5	1	68	1	0	0	0
PrileiEVm010979t1	0	0	0	0	3	0	3	0	0	0	0	4	2	10	1	0	0	0
PrileiEVm010980t1	0	0	0	9	0	0	0	0	0	0	0	1	0	1	0	0	0	0
PrileiEVm010981t1	0	0	7	23	6	1	58	0	0	0	1	8	0	43	0	0	0	0
PrileiEVm010982t1	0	0	0	0	1	0	15	0	0	0	0	1	0	1	0	0	0	0
PrileiEVm010983t1	0	0	131	1	0	3	3	0	0	0	0	1	1	3	0	0	1	0
PrileiEVm010984t1	1	0	0	2	9	0	9	0	2	0	2	6	5	33	3	0	0	0
PrileiEVm010985t1	0	0	1	0	0	0	14	0	0	0	0	1	2	1	0	0	0	0
PrileiEVm010986t1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0
PrileiEVm010987t1	0	0	1	4	3	1	12	0	0	0	0	1	1	9	0	0	2	0
PrileiEVm010988t1	0	0	0	1	0	0	0	0	0	0	0	1	4	3	0	0	0	0
PrileiEVm010989t1	0	0	0	0	0	0	4	0	1	0	0	0	0	5	1	0	0	0
PrileiEVm010990t1	1	1	10	1	33	0	17	0	1	0	0	7	3	10	5	0	0	1
PrileiEVm010991t1	0	0	0	0	1	0	1	0	0	0	0	1	15	3	0	0	0	0
PrileiEVm010992t1	0	0	1	1	2	0	1	0	0	0	0	3	2	3	0	0	0	0
PrileiEVm010993t1	0	0	1	1	1	0	6	0	0	0	0	1	1	19	0	0	1	0
PrileiEVm010994t1	0	0	7	0	0	0	7	0	0	0	0	2	2	2	0	0	0	0
PrileiEVm010995t1	0	0	14	3	4	7	10	0	0	1	0	2	0	11	1	0	1	0
PrileiEVm010996t1	4	0	8	1	23	1	13	0	4	2	0	15	6	293	3	0	7	2
PrileiEVm010997t1	0	0	1	2	7	0	6	0	2	0	0	3	2	15	3	0	3	0
PrileiEVm010998t1	0	1	8	3	10	1	26	0	5	1	0	8	1	36	1	0	1	0
PrileiEVm010999t1	0	0	1	1	4	3	7	0	0	0	0	6	4	13	1	0	0	0
PrileiEVm011000t1	0	0	0	2	2	0	7	0	1	0	0	1	0	21	0	0	1	0
PrileiEVm011001t1	0	0	1	2	4	1	9	0	1	0	0	7	0	12	2	0	0	0
PrileiEVm011002t1	1	1	2	3	13	4	18	0	0	0	0	4	5	35	5	0	0	1
PrileiEVm011003t1	0	0	1	2	2	1	170	0	1	1	0	4	1	10	0	0	1	0
PrileiEVm011004t1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm011005t1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm011006t1	0	0	2	1	4	0	0	0	0	0	0	1	0	11	1	0	2	0
PrileiEVm011007t1	0	0	1	0	0	1	0	0	2	0	0	1	15	6	0	0	0	0
PrileiEVm011008t1	0	1	1	0	0	1	1	0	0	0	0	13	0	26	0	0	0	0
PrileiEVm011009t1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm011010t1	3	12	6	4	12	12	76	0	0	1	8	26	8	113	9	2	4	0
PrileiEVm011011t1	0	0	6	1	16	2	28	0	5	1	0	3	3	168	3	0	7	1
PrileiEVm011012t1	1	0	0	0	7	2	13	2	0	0	0	1	3	144	1	0	4	1
PrileiEVm011013t1	0	0	1	0	0	2	0	2	0	0	0	3	0	2	0	0	0	0
PrileiEVm011014t1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
PrileiEVm011015t1	1	0	2	8	7	2	30	0	1	0	0	10	8	30	14	0	3	0
PrileiEVm011016t1	0	0	0	1	7	1	5	0	0	0	0	3	2	6	19	0	0	0
PrileiEVm011017t1	0	0	0	1	3	0	10	0	0	0	0	1	2	5	3	0	0	0
PrileiEVm011018t1	1	0	2	0	0	1	4	0	0	0	0	1	0	1	0	0	0	0
PrileiEVm011020t1	0	0	0	0	0	0	1	0	0	0	0	0	2	4	0	1	0	0
PrileiEVm011022t1	0	0	1	0	2	2	0	0	2	1	0	2	2	8	1	0	0	0
PrileiEVm011023t1	0	0	2	0	0	3	3	0	4	0	1	0	3	10	2	0	1	0
PrileiEVm011024t1	1	2	33	27	53	10	125	0	3	0	1	52	32	121	14	3	2	2
PrileiEVm011025t1	1	0	0	1	6	0	6	0	1	0	0	8	5	13	1	0	0	0
PrileiEVm011026t1	1	5	11	5	41	2	68	2	1	5	1	8	4	77	10	0	3	0
PrileiEVm011027t1	0	0	0	0	0	0	3	0	0	0	1	1	27	9	1	2	0	0
PrileiEVm011028t1	0	0	2	0	2	2	1	0	0	0	0	0	0	8	0	0	2	0
PrileiEVm011029t1	0	0	2	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0
PrileiEVm011030t1	0	0	8	1	8	2	9	0	2	1	0	4	4	109	2	0	4	1
PrileiEVm011031t1	0	1	2	1	0	6	5	0	2	0	0	40	2	44	0	0	2	0
PrileiEVm011032t1	0	0	0	1	2	0	11	0	0	0	0	2	1	7	4	1	0	0
PrileiEVm011033t1	1	1	3	0	3	1	2	0	0	0	0	2	0	27	0	0	0	0
PrileiEVm011035t1	0	0	0	0	0	0	6	0	1	2	0	0	0	11	0	0	0	0
PrileiEVm011036t1	0	0	2	0	0	0	2	0	0	0	0	1	0	1	3	0	1	0
PrileiEVm011037t1	0	0	4	4	6	2	19	0	0	0	0	3	3	11	1	0	0	0
PrileiEVm011038t1	0	0	1	0	1	0	1	0	0	0	0	1	1	4	0	0	1	1
PrileiEVm011039t1	0	0	4	2	2	1	34	0	4	1	0	0	0	13	2	0	0	0
PrileiEVm011040t1	0	0	2	2	0	1	8	0	1	0	0	3	5	6	6	0	2	0
PrileiEVm011041t1	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0
PrileiEVm011042t1	2	6	38	29	57	17	192	1	12	11	0	70	44	535	27	2	22	3
PrileiEVm011043t1	0	2	13	2	14	5	59	0	6	2	0	18	8	81	7	0	4	1
PrileiEVm011044t1	0	0	3	0	3	0	1	0	1	0	0	23	1	35	0	0	0	0
PrileiEVm011045t1	5	0	6	2	0	0	17	0	0	1	0	2	0	11	0	0	0	0
PrileiEVm011046t1	0	1	3	1	3	2	11	0	1	0	0	8	4	13	442	0	0	1
PrileiEVm011047t1	1	0	0	1	1	1	4	0	0	0	0	0	7	5	0	0	0	0
PrileiEVm011048t1	0	3	4	1	8	2	15	0	7	1	0	27	15	49	7	1	2	0
PrileiEVm011049t1	0	0	1	4	2	0	5	0	0	0	0	22	5	16	3	0	0	0
PrileiEVm011050t1	0	0	0	0	0	0	2	0	0	0	0	2	2	2	1	0	0	0
PrileiEVm011051t1	0	0	3	2	6	1	17	0	1	0	0	2	2	33	1	0	2	0
PrileiEVm011052t1	0	0	0	0	1	0	2	0	0	0	0	4	4	4	1	0	1	0
PrileiEVm011053t1	0	0	0	6	0	0	2	0	0	0	0	0	1	3	1	0	0	0
PrileiEVm011054t1	0	0	7	7	13	6	20	1	4	1	0	19	10	75	5	1	1	0
PrileiEVm011055t1	0	0	2	6	9	5	11	0	2	0	1	4	5	26	4	0	1	0
PrileiEVm011056t1	0	0	1	1	10	0	3	0	1	0	0	16	17	52	4	0	2	0
PrileiEVm011057t1	0	0	0	0	5	0	6	0	1	1	2	8	16	29	2	0	2	0
PrileiEVm011058t1	0	0	0	6	1	0	2	0	0	0	0	3	0	3	0	0	0	0
PrileiEVm011059t1	0	1	0	0	0	1	44	0	0	0	0	0	2	3	0	0	0	0
PrileiEVm011061t1	0	0	3	0	11	0	12	0	0	0	0	3	1	66	1	0	4	0
PrileiEVm011062t1	0	0	0	1	0	0	11	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm011063t1	0	1	0	2	7	3	9	0	0	0	2	5	2	49	3	0	3	0
PrileiEVm011064t1	0	4	3	0	0	0	27	0	1	0	0	1	0	3	0	0	0	1
PrileiEVm011065t1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	9	0	0	0
PrileiEVm011066t1	0	0	843	1	7	0	4	0	0	0	0	6	4	9	0	1	1	0
PrileiEVm011067t1	0	0	1	6	16	0	12	0	1	0	0	1	5	59	5	0	0	0
PrileiEVm011068t1	0	0	1	0	0	2	2	0	0	0	0	3	0	37	1	0	1	0
PrileiEVm011069t1	0	0	1	3	1	0	12	0	1	0	0	28	7	5	4	0	0	0
PrileiEVm011070t1	0	0	0	0	1	0	2	0	0	0	0	1	0	10	0	0	0	0
PrileiEVm011071t1	1	0	1	0	12	13	4	0	1	2	2	1	0	2	0	0	0	0
PrileiEVm011072t1	0	0	1	2	4	1	8	0	0	0	0	4	0	10	0	1	0	0
PrileiEVm011073t1	0	0	1	0	14	4	5	1	3	0	0	13	1	143	2	0	2	0
PrileiEVm011074t1	0	0	7	25	15	2	21	1	2	1	0	5	4	51	1	0	1	0
PrileiEVm011075t1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0
PrileiEVm011076t1	0	0	1	16	1	1	14	0	0	0	0	0	0	26	1	0	1	0
PrileiEVm011077t1	0	0	1	1	5	0	8	0	1	1	0	5	4	48	9	0	3	0
PrileiEVm011078t1	0	0	9	9	19	9	27	1	3	0	0	16	4	42	3	0	2	0
PrileiEVm011079t1	0	5	2	1	40	0	62	0	0	0	0	6	1	45	10	0	1	0
PrileiEVm011080t1	0	1	3	4	9	8	13	0	0	0	5	22	6	19	5	0	0	0
PrileiEVm011081t1	0	0	4	1	4	2	11	0	2	0	2	8	4	6	0	0	0	0
PrileiEVm011082t1	0	0	0	0	2	0	2	0	0	0	0	2	3	23	0	0	0	0
PrileiEVm011083t1	0	0	0	0	0	0	0	0	0	0	0	3	5	3	0	1	0	0
PrileiEVm011084t1	0	0	0	1	0	0	1	0	0	0	0	5	1	3	0	0	0	0
PrileiEVm011085t1	0	0	48	10	11	3	71	1	8	25	1	19	26	171	11	9	9	9
PrileiEVm011086t1	1	0	17	18	32	4	42	2	7	0	1	50	36	216	14	0	6	1
PrileiEVm011087t1	1	0	18	17	42	4	62	1	4	2	0	18	20	114	9	0	6	1
PrileiEVm011088t1	0	0	15	14	15	10	39	0	7	0	0	12	12	85	7	0	2	2
PrileiEVm011089t1	0	0	7	2	7	1	10	0	4	0	0	1	4	48	0	0	1	0
PrileiEVm011090t1	1	9	7	6	10	4	25	0	1	1	0	11	9	64	3	0	1	0
PrileiEVm011091t1	0	0	0	0	1	0	18	0	0	0	0	1	0	3	2	0	0	0
PrileiEVm011092t1	0	0	2	0	0	1	13	0	0	7	0	0	0	5	0	0	0	0
PrileiEVm011093t1	0	0	0	1	0	1	11	0	0	0	0	1	0	4	0	0	1	1
PrileiEVm011094t1	1	0	5	1	8	1	15	0	1	0	0	8	4	67	5	0	4	1
PrileiEVm011095t1	0	1	5	11	1	3	4	0	2	1	0	31	7	106	1	1	2	2
PrileiEVm011096t1	0	1	1	0	15	1	13	1	2	0	0	0	1	15	2	1	1	0
PrileiEVm011097t1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0
PrileiEVm011098t1	0	0	2	4	5	12	27	0	2	0	4	2	2	19	1	0	0	0
PrileiEVm011099t1	1	0	22	19	29	4	62	0	4	6	1	38	8	492	7	2	10	2
PrileiEVm011100t1	0	0	0	9	1	0	1	0	0	5	0	3	0	1	0	0	0	0
PrileiEVm011101t1	0	0	2	1	0	0	3	0	0	0	0	3	0	9	2	0	1	0
PrileiEVm011102t1	1	1	2	4	7	5	20	0	0	1	0	4	2	12	1	0	1	0
PrileiEVm011103t1	4	1	9	8	50	8	141	0	3	4	4	100	18	154	11	0	6	3
PrileiEVm011104t1	0	0	0	1	1	1	3	0	2	0	0	5	3	11	0	0	0	0
PrileiEVm011105t1	0	0	1	1	11	0	5	0	0	1	0	1	2	25	0	0	0	0
PrileiEVm011106t1	0	0	0	0	1	3	1	0	2	0	0	1	2	5	1	0	1	0
PrileiEVm011107t1	0	0	1	1	1	0	0	0	0	0	0	92	8	6	1	0	2	0
PrileiEVm011108t1	1	0	0	0	2	1	2	0	0	0	3	11	6	3	7	0	1	0
PrileiEVm011109t1	0	0	3	1	2	1	8	0	0	0	0	6	17	12	16	0	2	0
PrileiEVm011110t1	0	1	1	4	13	15	27	2	2	3	2	30	6	132	5	0	2	0
PrileiEVm011111t1	2	0	6	12	15	6	21	0	5	3	1	24	8	179	11	1	1	0
PrileiEVm011112t1	1	0	0	2	10	5	7	0	5	0	0	19	22	35	6	0	1	1
PrileiEVm011113t1	1	0	1	1	0	2	4	0	0	0	1	15	4	7	0	0	0	0
PrileiEVm011114t1	0	0	0	1	0	0	2	0	0	0	0	1	13	3	1	1	0	0
PrileiEVm011115t1	0	0	1	4	6	2	18	0	3	0	1	12	4	57	1	0	2	0
PrileiEVm011116t1	0	0	2	0	1	1	4	0	0	0	1	3	76	7	23	0	1	0
PrileiEVm011117t1	1	0	2	4	9	7	24	0	1	0	0	8	4	20	7	0	1	1
PrileiEVm011118t1	1	1	7	1	7	1	6	0	6	1	0	7	5	55	1	0	4	1
PrileiEVm011119t1	0	1	9	7	7	4	13	0	3	0	1	9	6	20	6	0	2	0
PrileiEVm011120t1	0	1	8	0	6	2	4	2	1	0	1	13	27	40	8	1	1	0
PrileiEVm011121t1	0	0	2	5	4	1	4	1	1	0	0	2	2	72	1	0	1	4
PrileiEVm011122t1	0	0	2	0	2	1	6	0	0	2	0	0	2	14	0	0	0	0
PrileiEVm011123t1	0	0	2	2	2	3	8	0	3	0	0	5	6	25	0	0	0	0
PrileiEVm011124t1	0	0	0	3	0	1	0	0	1	9	0	2	0	1	1	0	0	0
PrileiEVm011125t1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
PrileiEVm011126t1	0	0	0	1	0	0	0	0	0	0	0	5	5	2	0	0	1	0
PrileiEVm011127t1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0
PrileiEVm011128t1	0	0	1	0	0	0	0	0	1	0	0	13	1	2	0	0	0	0
PrileiEVm011129t1	0	0	5	11	1	10	3	0	0	0	0	0	0	3	0	0	0	0
PrileiEVm011130t1	0	0	1	0	7	0	5	0	0	0	0	0	0	5	0	0	0	2
PrileiEVm011131t1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm011132t1	0	0	2	0	2	0	0	0	0	0	0	30	0	0	0	0	0	0
PrileiEVm011133t1	1	0	1	0	10	0	0	0	0	0	0	1	0	7	2	1	3	0
PrileiEVm011134t1	5	6	34	24	36	95	119	1	36	5	2	36	29	675	18	0	24	2
PrileiEVm011135t1	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
PrileiEVm011136t1	0	2	1	4	7	0	2	0	0	0	1	2	2	25	2	0	2	1
PrileiEVm011137t1	0	0	5	1	34	3	15	0	1	1	1	8	22	321	9	0	5	1
PrileiEVm011138t1	0	1	5	4	7	1	12	1	0	0	1	6	10	39	4	0	1	0
PrileiEVm011139t1	0	1	11	13	40	10	59	1	1	0	0	27	10	59	33	2	6	1
PrileiEVm011140t1	0	0	1	2	1	0	4	0	0	0	0	1	0	3	2	0	1	0
PrileiEVm011141t1	0	0	0	0	1	0	0	0	0	0	0	8	4	3	0	0	0	0
PrileiEVm011142t1	0	0	68	0	0	0	1	0	0	0	0	0	1	3	0	0	2	0
PrileiEVm011143t1	0	0	0	0	2	0	1	0	0	0	0	2	2	4	2	0	0	0
PrileiEVm011144t1	0	0	0	0	1	0	6	0	0	0	0	1	4	5	42	0	0	0
PrileiEVm011145t1	0	0	0	0	1	13	10	0	1	0	1	2	0	14	0	2	0	0
PrileiEVm011146t1	1	2	4	1	3	2	9	1	1	0	0	17	27	21	13	1	0	0
PrileiEVm011147t1	0	0	3	0	2	33	3	0	0	0	0	42	1	11	4	0	0	0
PrileiEVm011148t1	0	0	0	0	7	1	6	0	0	0	0	5	3	19	2	0	0	0
PrileiEVm011149t1	0	0	3	3	6	3	11	1	3	1	0	19	19	26	5	1	3	0
PrileiEVm011150t1	0	1	0	0	2	1	13	0	0	0	0	0	0	5	0	0	0	0
PrileiEVm011151t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
PrileiEVm011152t1	118	248	1078	665	2685	679	4455	53	633	318	167	1576	673	19511	380	34	480	159
PrileiEVm011153t1	0	0	1	0	1	0	1	0	0	0	0	5	0	10	1	0	0	0
PrileiEVm011154t1	0	1	0	0	0	0	1	0	0	0	0	2	1	29	1	0	0	0
PrileiEVm011155t1	0	0	0	0	7	0	3	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm011156t1	0	0	0	1	0	1	4	0	0	0	0	0	3	39	9	0	0	0
PrileiEVm011157t1	0	0	0	1	3	0	1	0	0	0	0	1	1	7	1	0	0	0
PrileiEVm011158t1	0	0	0	0	0	1	1	0	0	9	0	2	0	2	0	0	0	1
PrileiEVm011159t1	0	0	0	0	2	2	0	0	0	0	2	1	1	7	0	0	0	0
PrileiEVm011160t1	0	0	1	0	0	0	0	0	0	0	0	41	2	5	1	0	0	0
PrileiEVm011161t1	0	0	0	1	2	1	23	0	0	0	2	1	3	4	9	0	0	0
PrileiEVm011162t1	0	0	0	2	1	0	1	0	0	0	0	0	0	16	0	0	1	1
PrileiEVm011163t1	0	1	0	0	0	0	1	0	0	0	0	2	3	2	0	0	0	0
PrileiEVm011164t1	0	0	0	0	0	0	1	0	1	0	0	2	1	1	0	0	0	0
PrileiEVm011165t1	0	1	5	10	10	2	21	0	4	0	0	24	11	68	4	0	0	1
PrileiEVm011166t1	0	0	0	0	1	0	2	0	1	0	0	132	5	4	2	1	0	0
PrileiEVm011167t1	0	0	1	0	0	0	0	0	2	0	0	0	34	2	22	0	0	0
PrileiEVm011168t1	0	0	2	0	2	0	9	0	0	0	0	4	3	12	2	1	0	0
PrileiEVm011169t1	1	3	6	4	10	2	11	0	2	0	1	11	3	79	1	0	2	0
PrileiEVm011170t1	0	1	0	0	2	3	4	0	0	0	0	7	2	161	1	0	0	0
PrileiEVm011171t1	0	0	0	0	0	0	1	0	0	0	0	0	2	4	0	0	0	0
PrileiEVm011172t1	0	0	0	0	1	1	7	0	0	0	0	2	7	4	3	0	1	0
PrileiEVm011173t1	0	0	0	1	2	1	17	0	0	1	1	0	1	16	1	0	1	0
PrileiEVm011174t1	1	0	5	1	4	4	62	0	1	2	0	0	2	12	3	0	2	0
PrileiEVm011175t1	3	1	14	1	43	4	94	0	15	14	2	27	12	357	9	0	8	3
PrileiEVm011176t1	0	1	2	6	5	1	3	0	0	0	0	2	2	22	2	0	2	0
PrileiEVm011177t1	7	5	38	25	89	10	147	0	15	2	1	16	14	309	13	0	10	1
PrileiEVm011178t1	0	0	2	1	10	0	6	0	0	0	0	5	3	26	2	0	0	0
PrileiEVm011179t1	0	3	0	1	2	2	10	1	0	1	0	9	4	21	4	0	0	0
PrileiEVm011180t1	0	1	12	13	9	3	34	0	5	3	1	19	19	54	4	0	2	1
PrileiEVm011181t1	69	37	354	220	768	193	1510	15	229	51	47	737	515	7277	528	23	190	58
PrileiEVm011182t1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0
PrileiEVm011183t1	1	1	3	1	2	0	2	0	1	0	0	6	3	91	4	0	0	0
