	arginase+ cells	carbohydrate metabolic cells	chaetal sacs	eleocytes	epidermis	globin+ cells	gut	ldlrr+ cells	lipoxygenase+ cells	lumbrokinase+ cells	metanephridia	muscle	neurons	piwi+ cells	polycystin cells	secretory	unnanotated	vigilin+ cells
PrileiEVm010421t1	0	0	2	4	17	27	5	0	0	0	1	8	15	15	7	2	0	0
PrileiEVm010422t1	3	0	5	40	27	11	49	2	1	1	3	11	7	40	6	0	6	1
PrileiEVm010423t1	0	1	5	2	1	1	23	0	1	0	0	2	0	39	1	0	0	1
PrileiEVm010426t1	0	1	2	0	15	2	27	0	1	0	0	6	0	13	1	2	4	3
PrileiEVm010427t1	0	0	0	2	1	0	2	0	2	0	0	8	6	12	30	0	0	0
PrileiEVm010428t1	0	1	6	7	38	15	22	1	2	3	2	30	17	45	7	3	2	0
PrileiEVm010429t1	0	0	4	4	11	6	9	0	2	1	0	6	3	10	0	0	4	1
PrileiEVm010430t1	1	0	1	0	6	5	5	1	1	0	0	1	1	8	18	0	1	3
PrileiEVm010431t1	1	1	3	25	78	11	49	1	7	0	0	15	6	42	14	1	3	2
PrileiEVm010432t1	0	1	13	9	83	3	12	3	0	4	0	6	12	36	12	1	8	1
PrileiEVm010433t1	0	0	2	1	7	2	2	0	1	1	0	2	4	7	75	0	0	0
PrileiEVm010434t1	0	1	11	16	96	20	52	3	3	3	2	32	30	115	18	1	9	3
PrileiEVm010435t1	7	23	16	24	138	68	349	3	6	23	0	72	33	679	24	14	26	48
PrileiEVm010436t1	3	1	2	8	36	11	23	2	3	1	2	40	21	36	9	2	6	5
PrileiEVm010437t1	0	0	0	3	1	1	13	0	1	0	1	3	0	39	2	0	0	1
PrileiEVm010438t1	3	11	3	24	54	37	87	1	2	1	4	81	15	25	10	3	2	15
PrileiEVm010439t1	2	4	2	5	49	20	46	1	2	2	0	32	18	1888	15	12	2	10
PrileiEVm010440t1	1	0	0	3	62	0	11	0	0	2	0	4	6	9	13	1	2	1
PrileiEVm010441t1	0	0	1	3	13	1	7	0	0	2	0	3	6	12	1	0	0	0
PrileiEVm010442t1	1	1	2	0	7	0	134	0	1	0	0	4	0	8	0	1	0	1
PrileiEVm010443t1	0	0	1	2	4	0	10	0	0	0	0	1	0	5	2	1	1	0
PrileiEVm010444t1	0	0	3	6	31	6	29	0	4	2	1	11	10	59	5	2	6	4
PrileiEVm010445t1	0	0	2	1	20	0	6	0	0	0	0	1	2	36	1	0	3	0
PrileiEVm010446t1	1	0	2	7	93	41	63	0	6	0	0	29	5	49	26	1	3	5
PrileiEVm010447t1	0	0	1	0	0	2	8	0	0	0	0	0	1	1	20	0	0	0
PrileiEVm010449t1	0	0	1	1	35	1	14	0	0	1	0	2	1	5	0	0	0	0
PrileiEVm010450t1	1	0	4	9	32	10	26	0	0	1	1	12	17	112	4	0	3	3
PrileiEVm010451t1	0	0	1	0	0	0	13	0	1	0	0	0	2	4	1	1	0	0
PrileiEVm010452t1	1	0	1	60	4	2	5	0	0	0	0	2	2	8	1	0	0	1
PrileiEVm010453t1	0	0	11	2	2	3	3	0	0	0	0	2	0	4	0	0	0	0
PrileiEVm010454t1	0	0	4	12	49	6	16	4	1	0	1	14	14	71	6	1	2	2
PrileiEVm010455t1	1	0	6	0	4	7	2	0	1	1	1	21	39	31	3	3	4	2
PrileiEVm010456t1	0	1	1	0	3	0	5	0	0	0	0	3	12	4	0	0	0	0
PrileiEVm010457t1	0	0	7	3	14	7	9	0	1	3	0	8	14	16	9	1	0	4
PrileiEVm010458t1	1	2	5	8	23	7	34	0	1	2	1	8	7	33	7	1	3	13
PrileiEVm010459t1	1	0	2	2	5	0	3	0	1	0	1	0	14	3	0	0	2	0
PrileiEVm010460t1	0	1	0	1	4	2	4	0	0	0	0	1	4	6	0	0	0	0
PrileiEVm010461t1	0	2	8	3	20	8	19	0	3	2	0	8	9	61	11	0	3	6
PrileiEVm010462t1	0	0	0	3	1	0	5	1	1	0	0	3	14	6	4	0	1	1
PrileiEVm010463t1	0	0	1	2	6	2	3	0	0	1	0	3	63	7	9	2	1	0
PrileiEVm010464t1	3	1	5	6	48	11	27	2	2	0	1	19	24	53	11	1	17	5
PrileiEVm010465t1	1	0	3	1	3	4	5	2	1	0	0	5	134	6	16	2	3	1
PrileiEVm010466t1	0	0	10	5	40	5	50	1	1	3	0	5	12	21	9	5	4	0
PrileiEVm010467t1	0	2	13	34	52	76	66	7	25	1	3	38	16	35	12	10	4	3
PrileiEVm010468t1	3	6	5	8	40	46	41	1	3	1	3	73	131	66	9	4	11	6
PrileiEVm010469t1	0	0	2	0	9	0	18	0	0	2	0	1	2	6	3	0	0	1
PrileiEVm010470t1	1	0	7	7	38	2	27	0	2	1	1	10	7	164	10	2	4	5
PrileiEVm010471t1	7	3	3	2	13	7	221	0	0	1	1	11	11	18	117	0	1	4
PrileiEVm010472t1	0	0	6	3	53	1	2	1	0	1	0	0	1	8	2	1	2	0
PrileiEVm010473t1	0	4	43	77	37	6	35	0	19	1	1	5	7	18	6	0	1	1
PrileiEVm010474t1	0	1	2	0	11	1	2	0	1	0	0	2	15	4	60	1	1	0
PrileiEVm010475t1	0	0	0	0	1	1	21	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm010476t1	0	1	0	1	19	20	48	1	3	4	0	1	3	9	2	0	0	7
PrileiEVm010477t1	0	0	0	0	0	0	2	0	0	0	0	0	6	0	1	0	0	0
PrileiEVm010478t1	1	0	24	1	5	0	2	0	0	2	0	0	18	45	9	1	1	3
PrileiEVm010479t1	26	18	346	159	571	134	1171	18	122	120	12	118	162	1069	141	33	48	89
PrileiEVm010480t1	0	0	2	1	15	1	12	0	0	0	0	5	3	14	5	0	2	0
PrileiEVm010481t1	1	1	9	5	45	6	28	1	5	2	2	18	18	274	7	1	10	0
PrileiEVm010482t1	0	1	0	1	4	1	5	45	2	0	1	7	3	26	1	1	1	0
PrileiEVm010483t1	1	1	2	2	16	3	17	0	1	0	0	16	6	21	0	1	1	1
PrileiEVm010484t1	1	0	3	7	25	5	53	0	1	0	1	14	17	22	5	0	0	7
PrileiEVm010485t1	3	1	9	66	63	44	36	0	3	3	9	95	7	76	2	1	5	0
PrileiEVm010486t1	0	0	10	2	167	2	6	0	1	1	1	5	4	13	7	0	3	0
PrileiEVm010487t1	6	0	2	1	2	1	6	0	1	0	0	53	15	47	2	1	5	0
PrileiEVm010488t1	3	1	3	1	12	4	21	1	1	1	2	12	7	27	3	1	1	2
PrileiEVm010489t1	2	0	1	0	10	1	58	0	0	0	0	3	2	23	9	0	1	0
PrileiEVm010490t1	0	1	5	3	11	4	10	0	2	1	0	5	6	35	7	2	3	4
PrileiEVm010491t1	0	0	23	1	15	1	7	2	2	0	0	84	2	24	5	0	0	0
PrileiEVm010492t1	0	0	1	4	6	1	9	1	0	0	0	2	3	50	7	0	1	1
PrileiEVm010493t1	0	0	1	1	6	83	5	0	0	1	0	4	4	7	2	6	0	0
PrileiEVm010494t1	2	1	13	53	84	370	121	6	3	2	4	16	12	114	1	8	3	3
PrileiEVm010495t1	0	0	1	1	9	3	12	0	1	0	3	5	10	22	5	0	2	3
PrileiEVm010496t1	0	0	0	12	1	13	15	0	4	0	0	4	1	3	2	0	1	1
PrileiEVm010497t1	1	0	1	26	2	0	2	0	2	0	0	5	2	45	5	1	1	1
PrileiEVm010498t1	0	1	0	0	7	1	42	0	0	1	0	0	2	5	0	0	0	1
PrileiEVm010499t1	1	0	3	6	22	41	10	1	3	0	0	22	8	37	7	0	0	3
PrileiEVm010500t1	1	0	0	0	3	0	3	4	0	0	0	8	13	13	1	0	0	0
PrileiEVm010501t1	0	5	3	9	7	23	11	2	5	9	0	20	15	22	12	1	2	4
PrileiEVm010502t1	0	0	3	19	3	4	41	0	3	2	0	18	7	30	4	2	2	5
PrileiEVm010503t1	4	0	1	1	1	2	3	0	2	1	0	4	7	7	6	1	0	1
PrileiEVm010504t1	0	0	2	3	7	2	11	0	1	1	0	5	4	25	1	0	1	2
PrileiEVm010505t1	0	0	1	0	4	3	7	0	0	0	0	1	1	54	4	1	2	1
PrileiEVm010506t1	0	1	3	8	11	13	16	1	1	1	0	11	7	20	5	0	0	2
PrileiEVm010507t1	0	2	4	7	31	4	14	0	2	0	0	20	11	15	5	3	0	1
PrileiEVm010508t1	0	3	0	1	3	16	35	0	1	0	0	7	3	15	1	0	1	1
PrileiEVm010509t1	0	4	13	10	106	29	73	4	12	2	5	49	48	128	19	4	6	3
PrileiEVm010510t1	2	6	24	30	227	28	48	1	10	1	0	27	33	86	17	1	7	6
PrileiEVm010511t1	1	3	8	11	87	12	38	0	6	1	2	28	2	80	3	1	2	2
PrileiEVm010512t1	1	0	9	7	37	10	37	1	3	6	0	43	16	43	8	3	3	1
PrileiEVm010513t1	0	0	13	18	50	9	49	0	4	1	1	39	20	75	10	3	0	9
PrileiEVm010514t1	0	2	6	11	55	9	27	4	0	1	0	27	8	67	5	0	3	0
PrileiEVm010515t1	0	0	1	0	1	1	51	1	0	0	0	2	0	1	0	0	0	0
PrileiEVm010516t1	0	0	0	2	5	0	4	0	0	0	0	175	1	2	0	0	0	0
PrileiEVm010517t1	0	0	1	0	1	1	0	0	0	0	0	0	6	2	1	2	2	1
PrileiEVm010518t1	17	21	71	89	590	99	450	11	34	34	8	279	225	1297	103	20	52	51
PrileiEVm010519t1	0	1	5	10	215	329	407	5	12	2	1	917	18	118	11	7	11	8
PrileiEVm010520t1	0	0	0	1	5	1	5	0	1	0	0	68	3	3	4	0	3	0
PrileiEVm010521t1	0	0	0	0	13	1	64	0	0	0	0	0	4	44	3	0	0	0
PrileiEVm010522t1	0	0	1	2	10	2	15	0	1	1	0	6	0	12	1	1	2	0
PrileiEVm010523t1	0	1	0	2	20	0	0	0	1	0	0	2	0	2	2	0	0	0
PrileiEVm010524t1	1	1	3	11	48	1	17	1	0	0	0	3	2	17	0	1	1	0
PrileiEVm010525t1	6	170	2	4	17	73	55	1	2	4	24	12	11	86	5	1	0	4
PrileiEVm010526t1	0	0	1	0	99	1	6	1	1	0	0	7	2	8	7	3	3	2
PrileiEVm010527t1	1	0	1	13	3	159	3	0	2	0	0	4	4	2	1	1	0	0
PrileiEVm010528t1	3	0	3	8	53	6	539	0	1	7	0	3	5	36	27	18	4	3
PrileiEVm010529t1	0	0	4	4	12	2	6	1	0	1	0	4	1	33	3	0	2	1
PrileiEVm010530t1	0	0	0	0	7	7	4	0	0	0	0	4	6	4	5	19	0	0
PrileiEVm010531t1	2	1	3	9	49	13	64	1	2	1	0	20	11	29	7	0	0	1
PrileiEVm010532t1	0	0	0	1	0	3	4	0	0	0	0	1	2	21	0	0	1	0
PrileiEVm010533t1	0	3	12	21	62	1	61	0	7	6	0	1	6	45	5	5	5	3
PrileiEVm010534t1	0	1	5	12	36	2	18	0	1	1	0	11	4	17	9	2	2	1
PrileiEVm010535t1	1	1	6	8	42	8	52	0	3	0	1	28	5	55	12	1	0	1
PrileiEVm010536t1	1	0	5	10	52	10	54	1	1	2	1	13	10	39	7	0	2	1
PrileiEVm010537t1	1	3	5	4	20	14	21	1	2	0	0	18	7	12	8	0	2	1
PrileiEVm010538t1	0	3	6	3	35	7	25	1	1	0	1	4	3	32	3	0	3	1
PrileiEVm010539t1	1	1	11	17	92	29	53	0	6	3	1	39	67	206	35	0	10	5
PrileiEVm010540t1	1	2	3	16	20	3	20	1	4	553	0	5	4	17	1	2	0	5
PrileiEVm010541t1	0	1	5	3	15	8	22	0	3	6	0	15	14	65	3	0	4	3
PrileiEVm010542t1	5	1	13	5	88	31	64	0	11	2	0	34	21	272	15	5	7	11
PrileiEVm010543t1	0	0	0	19	54	10	28	0	0	1	0	1	0	17	9	1	0	0
PrileiEVm010544t1	6	1	1	0	14	0	114	0	2	9	4	3	2	15	2	0	0	2
PrileiEVm010545t1	2	0	38	0	1	2	4	0	0	1	0	8	22	19	0	0	4	0
PrileiEVm010546t1	0	0	1	1	106	1	5	0	0	0	1	0	1	3	1	0	0	0
PrileiEVm010547t1	0	0	1	1	80	1	1	0	0	0	0	1	5	3	0	0	2	0
PrileiEVm010548t1	0	4	3	0	386	5	4	1	0	1	0	71	5	11	5	2	9	1
PrileiEVm010549t1	0	0	0	0	2	1	8	0	1	0	0	2	2	5	90	0	2	0
PrileiEVm010550t1	0	0	2	5	7	2	372	0	0	3	0	2	4	7	3	0	1	2
PrileiEVm010551t1	5	4	8	7	35	7	70	0	1	3	2	14	30	238	19	4	11	3
PrileiEVm010552t1	0	0	9	12	3	1	2	0	1	0	2	3	5	2	0	0	0	2
PrileiEVm010553t1	1	1	1	1	10	0	32	0	3	1	0	2	2	50	3	0	1	2
PrileiEVm010554t1	0	0	0	0	1	36	5	0	0	0	0	2	0	4	0	0	0	0
PrileiEVm010555t1	0	0	0	0	1	0	15	0	0	0	0	0	1	2	1	0	0	0
PrileiEVm010556t1	1	0	5	3	14	5	24	0	1	2	0	10	11	58	4	2	0	5
PrileiEVm010557t1	17	26	26	37	61	378	1480	3	3	24	5	57	44	394	6	6	22	38
PrileiEVm010558t1	0	3	7	3	23	22	43	0	5	4	1	5	8	37	2	2	0	2
PrileiEVm010559t1	0	1	4	5	13	77	14	0	32	0	0	4	0	12	1	1	1	0
PrileiEVm010560t1	0	0	0	1	1	15	5	5	1	0	3	142	2	6	0	0	1	0
PrileiEVm010561t1	0	0	2	10	44	12	35	2	5	0	5	14	9	75	9	2	2	3
PrileiEVm010562t1	0	1	3	5	8	2	32	0	0	1	0	6	0	7	9	0	0	0
PrileiEVm010563t1	0	4	2	2	10	5	7	0	1	1	0	9	9	18	9	1	1	1
PrileiEVm010564t1	1	0	12	27	115	12	74	2	4	2	0	17	21	70	5	2	6	7
PrileiEVm010565t1	2	2	10	32	94	12	76	1	7	3	0	24	9	88	16	5	7	12
PrileiEVm010566t1	3	2	13	17	114	15	128	1	7	5	0	22	24	64	13	16	11	13
PrileiEVm010567t1	1	0	3	3	33	16	28	0	4	2	0	9	12	221	8	0	6	3
PrileiEVm010568t1	0	1	2	6	25	15	30	1	3	1524	0	12	12	30	1	3	2	6
PrileiEVm010569t1	1	0	0	1	19	5	16	1	3	719	2	8	7	8	3	3	1	2
PrileiEVm010570t1	0	3	5	5	1627	11	22	3	8	4	2	20	10	34	22	3	20	4
PrileiEVm010571t1	0	7	11	12	38	26	3845	0	5	10	3	38	31	46	11	7	10	7
PrileiEVm010572t1	1	0	3	9	15	2	35	0	1	1	0	3	5	18	1	0	1	1
PrileiEVm010573t1	0	0	0	0	1	0	2	0	0	7	0	1	12	4	1	0	0	0
PrileiEVm010574t1	0	0	0	3	7	3	17	0	0	0	0	6	0	19	12	1	2	1
PrileiEVm010575t1	10	3	1	0	13	5	370	0	2	2	0	6	10	33	158	0	1	1
PrileiEVm010576t1	0	0	1	1	0	1	1	0	1	0	0	0	6	1	1	0	0	0
PrileiEVm010577t1	2	0	1	0	15	2	154	0	0	1	0	4	2	23	57	0	3	0
PrileiEVm010578t1	0	0	0	0	5	1	2	1	1	0	0	198	3	4	1	0	1	1
PrileiEVm010579t1	0	2	2	1	29	1	2	0	0	0	0	4	4	21	0	0	0	0
PrileiEVm010580t1	2	2	19	23	67	21	172	1	6	6	1	59	77	132	31	3	10	5
PrileiEVm010581t1	0	0	77	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0
PrileiEVm010582t1	3	3	16	51	151	40	218	4	10	2	1	33	63	126	31	3	7	11
PrileiEVm010583t1	1	1	4	19	17	82	58	0	3	5	2	10	6	41	3	5	0	2
PrileiEVm010584t1	0	0	0	1	4	2	2	0	0	0	0	1	2	2	0	0	0	0
PrileiEVm010585t1	6	10	35	59	260	59	215	5	9	15	6	120	90	736	54	6	30	31
PrileiEVm010586t1	0	1	4	1	12	1	8	0	3	1	0	11	7	13	1	1	1	2
PrileiEVm010587t1	0	0	0	140	69	4	232	4	3	0	0	1	5	26	3	0	1	1
PrileiEVm010588t1	2	0	6	3	70	4	15	0	6	1	1	12	15	364	8	3	13	1
PrileiEVm010589t1	0	1	9	27	26	2	21	0	3	0	0	17	21	52	9	1	6	0
PrileiEVm010590t1	0	2	5	6	78	13	45	0	6	0	0	30	22	42	27	1	11	5
PrileiEVm010591t1	6	0	5	22	62	12	34	0	1	0	0	5	3	30	7	0	3	13
PrileiEVm010592t1	0	0	5	2	23	10	26	0	3	1	0	6	7	17	4	1	3	2
PrileiEVm010593t1	0	0	3	27	97	11	70	1	0	1	0	36	45	37	13	3	5	14
PrileiEVm010594t1	0	2	0	4	10	0	55	0	0	1	0	3	1	7	5	0	0	0
PrileiEVm010595t1	1	0	8	3	13	3	13	0	0	1	0	5	16	31	12	1	3	1
PrileiEVm010596t1	1	6	9	23	70	30	58	4	20	3	4	49	98	196	27	4	11	7
PrileiEVm010597t1	2	6	7	5	38	5	34	0	2	0	2	26	9	114	1	1	4	4
PrileiEVm010598t1	0	2	3	2	28	4	16	0	1	0	0	3	7	137	7	1	6	0
PrileiEVm010599t1	0	0	1	2	7	117	6	0	2	0	0	2	3	3	0	0	0	2
PrileiEVm010600t1	0	2	1	0	34	4	199	0	2	4	2	9	3	15	3	2	2	1
PrileiEVm010601t1	0	0	1	47	7	1	10	0	0	2	0	4	2	52	3	3	1	0
PrileiEVm010602t1	1	2	11	7	65	9	24	1	2	3	1	31	29	36	1218	7	23	3
PrileiEVm010603t1	0	6	0	2	4	3	7	0	1	0	0	5	2	6	0	0	0	0
PrileiEVm010604t1	3	5	9	23	101	28	111	1	6	5	1	62	49	221	24	4	12	9
PrileiEVm010605t1	0	0	0	1	3	0	1	0	1	2	0	3	3	3	18	0	0	0
PrileiEVm010606t1	1	0	0	2	5	1	1	1	0	0	1	3	0	6	1	0	2	0
PrileiEVm010607t1	0	0	0	0	6	1	4	0	2	0	0	2	4	8	0	1	0	0
PrileiEVm010608t1	2	3	15	12	101	8	78	2	1	3	3	6	15	71	8	5	5	3
PrileiEVm010609t1	2	2	1	2	17	8	9	0	0	1	0	14	11	23	7	1	0	3
PrileiEVm010610t1	7	0	3	3	27	7	131	1	2	3	1	17	16	44	79	1	0	6
PrileiEVm010611t1	3	3	8	17	87	20	56	4	4	1	4	75	46	112	13	11	10	10
PrileiEVm010612t1	1	0	6	11	49	10	75	1	2	0	1	14	20	74	15	5	5	3
PrileiEVm010613t1	1	2	7	8	27	8	20	0	0	1	0	11	21	45	6	3	1	0
PrileiEVm010614t1	0	0	2	1	6	1	53	0	0	0	0	2	0	7	28	0	1	0
PrileiEVm010615t1	3	2	27	16	50	23	193	1	9	11	1	25	40	601	16	1	19	10
PrileiEVm010616t1	1	0	12	6	26	13	38	1	1	0	0	8	7	40	1	3	3	11
PrileiEVm010617t1	1	1	3	10	27	42	3143	5	0	3	0	22	12	44	7	4	8	8
PrileiEVm010618t1	3	2	4	59	23	32	209	0	4	2	0	26	6	69	11	2	3	5
PrileiEVm010619t1	8	0	0	1	6	1	3	0	0	0	0	2	0	2	0	0	0	0
PrileiEVm010620t1	0	0	0	1	6	5	57	0	0	0	1	3	2	6	61	0	1	0
PrileiEVm010621t1	0	1	231	2	14	3	4	0	2	0	0	5	1	5	3	0	3	0
PrileiEVm010622t1	1	1	7	4	18	5	15	0	1	5	2	17	11	26	1	2	3	0
PrileiEVm010623t1	1	0	0	1	6	0	15	0	1	0	0	3	1	42	1	0	2	0
PrileiEVm010624t1	0	1	5	1	74	9	73	0	0	0	0	6	4	39	8	0	3	1
PrileiEVm010625t1	0	0	1	1	5	0	0	0	0	3	0	5	2	28	4	1	0	8
PrileiEVm010626t1	0	0	0	0	3	1	3	0	0	0	0	2	15	2	15	0	2	0
PrileiEVm010627t1	0	3	4	1	19	4	19	1	1	0	0	9	5	42	6	0	4	3
PrileiEVm010628t1	2	0	6	0	1	0	101	0	0	0	0	3	3	15	29	3	0	0
PrileiEVm010629t1	0	0	3	2	1	2	23	0	0	0	7	38	6	15	5	0	0	1
PrileiEVm010630t1	0	0	0	0	2	1	2	0	0	0	0	2	62	1	15	0	2	0
PrileiEVm010631t1	0	0	1	34	37	2	4	1	1	0	1	1	4	8	4	0	0	0
PrileiEVm010632t1	0	0	1	4	17	8	11	0	1	0	0	13	16	26	12	1	1	1
PrileiEVm010633t1	4	1	32	15	208	10	21	0	8	3	5	64	17	41	18	36	7	1
PrileiEVm010634t1	1	1	2	0	7	4	3	0	1	0	0	68	12	5	0	0	3	0
PrileiEVm010635t1	2	0	6	5	12	4	10	0	1	2	1	17	5	31	7	0	3	4
PrileiEVm010636t1	1	2	7	4	42	24	37	0	3	5	0	12	14	57	4	0	2	1
PrileiEVm010637t1	111	26	43	47	353	73	10737	8	23	19	7	135	132	262	4092	27	52	33
PrileiEVm010638t1	0	0	1	2	3	0	2	0	0	162	0	5	1	6	0	0	0	1
PrileiEVm010639t1	0	0	0	0	28	1	34	0	0	0	0	0	0	1	10	0	1	3
PrileiEVm010640t1	0	16	5	8	52	17	120	0	9	10	4	48	25	221	10	0	4	3
PrileiEVm010641t1	1	2	12	16	57	18	60	0	3	6	3	44	28	115	9	4	7	9
PrileiEVm010642t1	1	0	2	1	14	0	7	0	2	25	0	2	2	30	4	0	1	0
PrileiEVm010643t1	0	0	0	0	2	1	3	9	3	0	0	14	1	54	1	0	0	1
PrileiEVm010644t1	1	0	3	5	13	16	13	1	7	2	1	718	5	44	3	2	3	3
PrileiEVm010645t1	2	7	1	6	38	4	19	0	3	0	1	16	12	61	9	2	1	3
PrileiEVm010646t1	0	5	0	0	0	2	76	0	0	0	0	1	7	26	0	0	0	0
PrileiEVm010647t1	1	2	9	9	46	7	65	1	5	0	1	37	21	61	6	2	2	8
PrileiEVm010648t1	0	2	54	6	9	21	21	0	3	3	1	32	10	31	8	1	2	5
PrileiEVm010649t1	0	0	0	2	75	49	5	4	1	5	0	24	3	10	0	2	2	9
PrileiEVm010650t1	0	0	3	2	24	5	9	1	2	0	1	18	15	30	5	1	5	3
PrileiEVm010651t1	0	1	0	3	2	3	21	0	1	0	0	1	2	9	3	0	1	0
PrileiEVm010652t1	0	0	1	2	5	3	5	0	0	0	0	2	1	2	0	0	0	0
PrileiEVm010653t1	0	0	1	0	3	0	1	0	0	0	0	2	2	2	10	1	0	0
PrileiEVm010654t1	1	0	4	10	49	17	28	1	4	0	1	14	7	53	35	3	3	4
PrileiEVm010655t1	0	0	0	1	4	0	38	0	0	0	0	1	1	7	0	0	1	0
PrileiEVm010656t1	7	6	67	231	226	17	402	1	10	4	3	110	21	230	15	4	14	8
PrileiEVm010657t1	0	0	0	0	2	0	2	0	0	0	0	0	0	7	0	1	1	0
PrileiEVm010658t1	0	0	1	2	8	2	2	0	1	1	0	5	102	15	38	1	3	1
PrileiEVm010659t1	1	0	6	11	44	16	29	1	3	4	0	26	26	35	13	2	4	3
PrileiEVm010660t1	0	0	0	0	2	3	4	0	1	1	0	1	21	3	1	2	2	0
PrileiEVm010661t1	15	21	51	64	178	92	386	5	20	40	6	141	79	496	40	6	13	47
PrileiEVm010662t1	0	3	4	12	30	11	47	2	8	0	0	49	22	59	9	6	1	16
PrileiEVm010663t1	4	3	15	13	106	19	76	0	14	1	3	30	18	346	19	5	10	4
PrileiEVm010664t1	0	0	5	2	53	16	17	0	4	2	1	8	2	265	8	2	6	2
PrileiEVm010665t1	3	2	30	10	108	25	18	3	4	0	0	123	166	116	37	4	14	0
PrileiEVm010667t1	0	2	9	7	1525	12	24	3	6	2	1	28	13	30	18	5	24	3
PrileiEVm010668t1	2	0	5	1	17	5	25	0	0	2	0	13	18	33	8	0	1	1
PrileiEVm010669t1	0	0	1	112	9	3	6	65	1	0	0	8	8	12	0	2	4	1
PrileiEVm010670t1	0	0	0	1	7	1	305	0	1	0	1	5	1	5	0	0	1	0
PrileiEVm010671t1	3	0	0	14	12	2	9	1	1	1	0	40	9	28	4	0	1	1
PrileiEVm010672t1	0	0	1	21	3	0	2	0	0	0	1	1	1	5	2	0	5	1
PrileiEVm010673t1	3	6	4	23	33	21	53	1	4	3	2	57	42	246	8	3	8	0
PrileiEVm010674t1	1	6	14	37	132	33	109	3	9	3	1	74	52	254	25	1	10	6
PrileiEVm010675t1	0	0	0	2	8	2	30	0	0	0	1	0	3	8	16	0	0	6
PrileiEVm010676t1	0	0	1	10	44	11	53	1	5	3	0	26	7	30	9	0	5	3
PrileiEVm010677t1	0	1	1	1	2	3	2	0	2	0	0	3	5	15	8	0	2	0
PrileiEVm010678t1	0	1	9	11	28	10	37	0	5	2	1	16	10	86	6	1	10	5
PrileiEVm010679t1	0	3	1	1	8	1	25	0	0	0	0	2	4	32	6	2	0	1
PrileiEVm010680t1	0	3	0	42	8	2	1	3	1	0	0	3	1	16	1	0	2	0
PrileiEVm010681t1	0	5	25	18	144	40	92	0	19	2	2	34	51	284	16	8	9	14
PrileiEVm010682t1	0	0	1	2	14	1	11	0	1	0	0	7	16	27	2	0	0	0
PrileiEVm010683t1	0	0	1	0	3	1	4	0	0	114	0	1	1	0	1	1	0	2
PrileiEVm010684t1	1	4	7	5	42	13	38	1	2	2	0	15	9	48	11	1	6	1
PrileiEVm010685t1	0	1	0	0	0	2	218	0	1	1	0	2	1	7	0	0	0	0
PrileiEVm010686t1	7	4	15	17	96	20	83	0	12	5	1	42	29	344	36	4	13	6
PrileiEVm010687t1	0	0	0	6	13	1	1	0	0	0	0	0	1	21	2	1	0	0
PrileiEVm010688t1	0	0	0	34	5	4	5	0	1	0	0	0	2	4	1	0	0	0
PrileiEVm010689t1	0	0	2	4	2	6	5	0	1	0	0	2	2	6	1	0	1	0
PrileiEVm010690t1	0	0	0	2	3	0	12	0	0	0	0	1	2	7	0	2	0	0
PrileiEVm010691t1	0	2	3	2	23	5	26	0	4	2	1	18	9	158	5	0	5	8
PrileiEVm010692t1	0	0	1	0	3	1	2	2	0	0	0	0	0	20	0	0	0	0
PrileiEVm010693t1	0	0	1	5	17	6	11	0	2	0	0	14	2	65	4	1	2	0
PrileiEVm010694t1	0	0	0	0	0	0	1	0	0	1	0	3	8	0	1	0	0	0
PrileiEVm010695t1	0	1	1	3	9	3	9	0	0	0	2	8	4	16	3	0	0	1
PrileiEVm010696t1	2	15	3	4	36	12	43	0	1	0	3	36	13	149	4	0	6	3
PrileiEVm010697t1	0	1	0	0	1	9	12	0	0	0	0	0	3	2	0	0	0	0
PrileiEVm010698t1	0	0	0	0	0	1	2	0	0	0	0	1	3	4	0	1	1	0
PrileiEVm010699t1	0	0	0	1	3	1	4	0	0	4	0	11	1	12	1	0	1	0
PrileiEVm010700t1	3	12	6	20	111	55	185	0	7	9	1	25	22	227	7	0	12	5
PrileiEVm010701t1	14	7	44	52	245	106	408	1	42	7	4	136	62	1610	51	3	39	7
PrileiEVm010702t1	0	0	0	2	21	3	12	0	0	1	0	12	4	17	1	0	0	0
PrileiEVm010703t1	1	2	12	13	82	37	92	2	7	1	4	42	36	155	19	4	13	5
PrileiEVm010704t1	0	0	0	0	0	0	2	0	0	0	0	1	1	8	7	0	0	0
PrileiEVm010705t1	0	0	2	0	2	3	2	0	0	0	0	24	12	4	1	1	1	0
PrileiEVm010706t1	3	0	14	14	47	7	85	2	1	6	0	21	9	98	9	0	4	2
PrileiEVm010707t1	0	0	7	2	26	3	20	0	1	3	0	7	8	30	8	9	3	23
PrileiEVm010708t1	0	3	8	35	28	8	53	0	2	2	0	17	6	105	13	0	3	1
PrileiEVm010709t1	0	0	2	1	2	9	5	0	0	1	0	1	10	12	0	0	1	1
PrileiEVm010710t1	1	0	10	13	61	26	47	2	3	4	0	66	91	188	16	2	11	2
PrileiEVm010711t1	1	1	7	5	39	13	19	0	3	1	2	18	19	31	12	2	6	7
PrileiEVm010712t1	7	10	53	28	128	29	114	3	15	4	10	164	110	337	26	1	13	31
